client_id,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth,Variation,session_per_client,max_step_client,completion_rate,avg_steps_client,error_rate,avg_time_to_completion
9381346,88.0,62.5,U,2.0,272252.76,0.0,3.0,Control,1,4,False,11.0,True,
7035604,86.0,30.5,U,2.0,28175.92,1.0,4.0,Control,1,4,True,5.0,False,91.0
3055315,65.0,34.5,F,2.0,66560.69,1.0,5.0,Control,6,4,False,3.6666666666666665,True,
3350906,68.0,55.0,U,2.0,88627.18,2.0,5.0,Control,1,3,False,9.0,True,
2109862,93.0,38.0,U,2.0,35917.29,2.0,5.0,Test,2,4,True,4.5,False,103.0
1549737,94.0,68.5,U,2.0,35608.94,1.0,4.0,Control,1,4,True,5.0,False,231.0
7474517,73.0,52.5,U,2.0,53993.47,4.0,7.0,Control,1,4,False,8.0,True,
6448014,85.0,57.5,U,2.0,82787.45999999999,6.0,9.0,Control,1,4,False,6.0,True,
6651826,103.0,34.5,U,2.0,44696.97,0.0,3.0,Control,2,4,False,2.5,False,
2305285,168.0,54.0,M,2.0,132347.89,6.0,9.0,Control,3,3,False,4.0,True,
5889920,142.0,33.0,M,2.0,106249.03,1.0,4.0,Test,1,0,False,2.0,True,
3065089,228.0,63.0,M,2.0,439723.43,6.0,9.0,Test,4,3,False,7.5,True,
313570,223.0,48.0,F,2.0,75124.07,2.0,5.0,Test,1,4,True,5.0,False,552.0
9721424,152.0,32.0,F,2.0,29667.6,0.0,3.0,Test,1,4,False,12.0,True,
3753796,305.0,66.5,F,2.0,214661.75,6.0,9.0,Control,2,4,True,3.0,False,255.0
6647577,286.0,68.0,F,3.0,86005.57,2.0,5.0,Test,1,1,False,2.0,False,
6341488,285.0,65.0,F,2.0,116534.46,5.0,8.0,Test,1,4,True,5.0,False,163.0
838619,280.0,60.5,F,2.0,131309.81,0.0,3.0,Test,2,4,True,4.5,False,137.0
2000151,254.0,38.0,F,2.0,136515.53999999998,6.0,9.0,Test,1,1,False,3.0,True,
6579978,253.0,74.0,M,2.0,71192.58,1.0,4.0,Control,1,1,False,2.0,False,
8475126,278.0,51.0,M,3.0,327091.02,3.0,6.0,Control,1,0,False,1.0,False,
7419744,221.0,49.0,U,2.0,162233.71000000002,0.0,3.0,Test,1,4,False,9.0,True,
9796602,216.0,46.0,F,2.0,25827.39,0.0,3.0,Test,1,2,False,7.0,True,
1329260,212.0,63.5,F,2.0,666138.27,5.0,8.0,Control,2,4,True,3.0,False,348.0
4821014,204.0,62.5,M,2.0,45073.26,1.0,4.0,Control,1,4,False,14.0,True,
7906602,260.0,54.5,F,2.0,39725.28,2.0,5.0,Test,1,4,True,5.0,False,152.0
2671231,68.0,23.0,U,2.0,43062.3,1.0,4.0,Control,1,4,True,5.0,False,106.0
9587439,66.0,26.5,U,2.0,28875.65,6.0,9.0,Control,1,4,True,5.0,False,255.0
5542798,116.0,56.5,M,2.0,79888.68,5.0,8.0,Test,1,4,True,5.0,False,144.0
5977906,130.0,76.5,F,2.0,82916.93,3.0,6.0,Control,1,4,True,5.0,False,198.0
7928244,177.0,33.0,F,2.0,105416.69,6.0,9.0,Test,1,4,True,5.0,False,117.0
4906392,159.0,27.5,F,2.0,52600.87,2.0,5.0,Control,1,4,False,7.0,True,
3939684,190.0,60.5,F,2.0,48166.13,1.0,4.0,Control,1,4,False,6.0,True,
3731320,89.0,39.5,U,2.0,34487.99,6.0,9.0,Test,1,4,False,6.0,True,
9055726,70.0,25.0,U,3.0,33261.64,6.0,9.0,Test,1,3,False,6.0,True,
5808972,66.0,23.0,U,2.0,29898.98,0.0,3.0,Control,1,1,False,2.0,False,
7414763,91.0,27.0,U,2.0,53219.65,6.0,9.0,Test,1,3,False,4.0,False,
1531616,129.0,60.0,M,2.0,100777.88,6.0,9.0,Control,1,3,False,9.0,True,
8387066,329.0,66.0,M,2.0,406190.96,6.0,9.0,Test,1,4,False,10.0,True,
3402999,92.0,39.0,U,2.0,56527.9,0.0,3.0,Control,1,3,False,4.0,False,
8593187,168.0,56.0,M,3.0,207559.95,6.0,9.0,Control,1,0,False,1.0,False,
5908339,190.0,40.0,F,2.0,205785.55,5.0,8.0,Control,1,4,True,5.0,False,190.0
4442018,82.0,33.0,U,2.0,65264.87,6.0,9.0,Control,2,3,False,5.5,True,
5727622,73.0,52.0,U,3.0,109130.47,4.0,7.0,Test,1,0,False,1.0,False,
3284361,152.0,31.5,F,2.0,28085.99,1.0,4.0,Test,1,4,True,5.0,False,93.0
6666515,169.0,38.0,U,2.0,59526.37,2.0,5.0,Test,1,0,False,1.0,False,
9150149,66.0,43.5,U,2.0,104179.39,2.0,5.0,Control,1,4,False,6.0,True,
7176877,66.0,35.0,U,2.0,75279.47,2.0,5.0,Control,1,4,True,5.0,False,231.0
410752,142.0,19.0,M,2.0,25640.01,2.0,5.0,Test,1,4,True,5.0,False,109.0
3979917,239.0,63.0,M,2.0,374919.6,4.0,7.0,Control,1,4,False,6.0,True,
7759130,69.0,64.5,U,2.0,78278.56,6.0,9.0,Test,1,4,True,5.0,False,887.0
5587497,91.0,64.0,U,2.0,410277.5,5.0,8.0,Control,1,3,False,8.0,True,
4264493,67.0,22.5,U,3.0,36298.01,6.0,9.0,Control,1,4,True,5.0,False,138.0
9492169,58.0,42.0,U,2.0,98181.16,0.0,3.0,Control,1,0,False,1.0,False,
5816825,178.0,54.5,F,2.0,32873.33,3.0,6.0,Test,1,4,False,7.0,True,
9692048,142.0,38.0,M,2.0,87935.1,4.0,7.0,Control,2,2,False,6.0,True,
9250552,95.0,33.5,U,2.0,77674.34,2.0,5.0,Control,1,4,True,5.0,False,192.0
1730954,63.0,36.5,F,2.0,58456.9,0.0,3.0,Control,1,4,False,8.0,True,
2264903,187.0,61.0,M,2.0,63368.8,2.0,5.0,Test,3,4,True,3.0,True,88.0
7321667,95.0,39.5,U,2.0,68761.48999999999,6.0,9.0,Test,1,4,False,18.0,True,
1460648,288.0,40.5,F,5.0,121700.66,5.0,8.0,Test,1,4,False,7.0,True,
2942135,261.0,68.5,U,3.0,417847.47,6.0,9.0,Test,2,4,True,3.0,False,235.0
1459001,251.0,72.0,M,3.0,166623.2,1.0,4.0,Control,3,4,False,2.0,True,
6398341,250.0,33.5,F,3.0,109127.33,6.0,9.0,Control,1,4,False,8.0,True,
5531076,228.0,44.5,M,2.0,67727.62,2.0,5.0,Control,2,4,True,3.0,False,121.0
3162487,101.0,40.0,U,2.0,259691.04,0.0,3.0,Test,2,4,False,7.0,True,
2570380,56.0,52.5,U,2.0,51670.67999999999,2.0,5.0,Control,1,4,False,7.0,True,
5449775,56.0,28.5,U,2.0,46749.74,2.0,5.0,Control,1,4,False,8.0,True,
8415669,178.0,59.5,M,2.0,43793.82,0.0,3.0,Control,1,4,True,5.0,False,378.0
6810931,60.0,23.0,U,2.0,45780.6,5.0,8.0,Test,1,2,False,4.0,True,
8096768,123.0,60.0,F,2.0,91761.22,0.0,3.0,Control,1,0,False,1.0,False,
6737425,190.0,59.5,M,2.0,83778.79000000001,5.0,8.0,Test,1,4,False,7.0,True,
7949341,175.0,48.0,U,2.0,25253.27,0.0,3.0,Test,1,3,False,7.0,True,
7458635,94.0,26.5,U,3.0,158434.49,6.0,9.0,Control,1,4,False,15.0,True,
3322068,188.0,45.0,F,2.0,140687.41,6.0,9.0,Test,1,1,False,2.0,False,
1643775,59.0,18.0,U,2.0,25270.36,1.0,4.0,Control,1,4,True,5.0,False,94.0
934609,169.0,54.0,F,2.0,136573.63,1.0,4.0,Test,2,1,False,3.5,True,
2408879,58.0,49.0,U,2.0,208004.65,5.0,8.0,Test,1,4,False,10.0,True,
1596507,336.0,78.0,F,3.0,175883.31,6.0,9.0,Test,2,3,False,5.0,True,
8763719,149.0,40.0,M,3.0,98540.5,6.0,9.0,Control,2,4,False,4.0,True,
7702214,73.0,32.0,U,2.0,43988.28,6.0,9.0,Control,1,2,False,4.0,True,
200698,156.0,31.5,M,2.0,28559.28,2.0,5.0,Test,1,4,True,5.0,False,152.0
7449147,330.0,26.5,F,2.0,215247.66,3.0,6.0,Control,1,4,True,5.0,False,169.0
2096514,175.0,59.5,F,2.0,84419.06,1.0,4.0,Control,1,4,False,6.0,True,
5474775,175.0,40.5,F,2.0,95855.61,0.0,3.0,Test,1,4,True,5.0,False,200.0
6226205,155.0,68.5,F,2.0,45294.1,4.0,7.0,Test,1,4,True,5.0,False,1012.0
2069824,167.0,50.5,F,2.0,52157.46,6.0,9.0,Control,2,4,False,5.0,True,
7045562,96.0,33.5,U,3.0,73644.53,1.0,4.0,Control,1,4,True,5.0,False,251.0
8501949,93.0,27.0,U,2.0,76834.13,5.0,8.0,Test,1,0,False,3.0,True,
5376149,242.0,56.5,M,2.0,858054.38,6.0,9.0,Control,1,4,True,5.0,False,222.0
148954,163.0,59.5,F,2.0,89263.33,3.0,6.0,Control,1,4,True,5.0,False,176.0
7803610,91.0,29.0,U,2.0,66958.67,6.0,9.0,Test,1,4,False,7.0,True,
7772844,59.0,37.5,U,3.0,43012.02,0.0,3.0,Test,1,4,False,7.0,True,
4681026,81.0,57.0,U,2.0,99729.87,6.0,9.0,Control,1,4,True,5.0,False,153.0
9242446,182.0,70.0,M,2.0,56986.04,3.0,6.0,Control,1,4,True,5.0,False,167.0
1905822,134.0,28.5,F,2.0,49186.49,2.0,5.0,Control,1,4,False,7.0,True,
5586955,80.0,32.0,U,2.0,30493.38,0.0,3.0,Test,1,0,False,2.0,True,
6980695,56.0,74.5,U,2.0,143304.76,5.0,8.0,Control,1,4,False,7.0,True,
3097635,113.0,22.0,M,2.0,27215.69,0.0,3.0,Test,3,3,False,4.0,True,
2559930,172.0,50.0,F,2.0,26430.43,5.0,8.0,Control,1,1,False,2.0,False,
2693746,172.0,51.5,M,2.0,35206.61,0.0,3.0,Control,1,4,False,7.0,True,
9073948,85.0,58.5,U,2.0,175468.15000000002,6.0,9.0,Control,2,4,True,4.5,True,172.0
9897542,82.0,23.0,U,2.0,66806.76999999999,2.0,5.0,Control,1,4,False,8.0,True,
6652996,120.0,50.0,F,2.0,48410.62,1.0,4.0,Control,1,3,False,5.0,True,
5601417,105.0,55.0,F,2.0,23799.36,0.0,3.0,Test,1,0,False,1.0,False,
4560228,73.0,53.0,M,2.0,98419.63,1.0,4.0,Test,1,0,False,2.0,True,
1592329,212.0,27.5,U,2.0,27189.73,0.0,3.0,Control,1,4,True,5.0,False,157.0
5115750,271.0,62.0,F,4.0,351838.75,1.0,4.0,Control,1,2,False,3.0,False,
7885704,244.0,65.5,F,2.0,34564.77,0.0,3.0,Test,1,4,False,7.0,True,
2876901,58.0,54.0,U,2.0,47348.42999999999,0.0,3.0,Test,2,4,True,6.0,True,246.0
2365190,66.0,29.5,U,3.0,30376.22,3.0,6.0,Test,1,4,False,6.0,True,
4516383,99.0,45.0,U,2.0,91159.68,6.0,9.0,Control,1,0,False,2.0,True,
730546,200.0,51.5,F,2.0,33972.98,3.0,6.0,Test,1,4,True,5.0,False,148.0
1860982,94.0,51.5,U,2.0,98988.68,0.0,3.0,Test,2,4,True,3.5,False,132.0
1945276,193.0,50.5,M,2.0,91623.79,1.0,4.0,Test,2,4,True,4.0,True,140.0
1525212,157.0,33.0,F,2.0,72424.95999999999,6.0,9.0,Test,1,2,False,4.0,True,
7139038,78.0,39.0,U,2.0,31918.65,3.0,6.0,Test,1,4,True,5.0,False,107.0
3678422,204.0,33.0,M,3.0,339660.53,6.0,9.0,Control,1,4,False,6.0,True,
121354,60.0,30.5,U,2.0,35592.44,5.0,8.0,Test,1,4,True,5.0,False,125.0
7597197,151.0,33.0,F,2.0,60175.34,2.0,5.0,Test,2,4,False,4.0,True,
8806527,121.0,28.0,U,2.0,55742.17999999999,5.0,8.0,Test,2,4,False,6.5,True,
4561742,184.0,44.5,M,3.0,240993.69,3.0,6.0,Control,1,4,False,9.0,True,
8011247,60.0,59.5,M,2.0,31921.91,6.0,9.0,Control,2,4,False,3.5,True,
6689398,335.0,68.0,M,2.0,89224.4,3.0,6.0,Test,3,3,False,2.6666666666666665,True,
5416822,168.0,39.0,M,2.0,40549.95,1.0,4.0,Test,1,4,False,7.0,True,
3093790,357.0,69.5,F,2.0,107604.36,3.0,6.0,Test,1,4,True,5.0,False,1047.0
9625688,111.0,35.5,M,2.0,91643.57,2.0,5.0,Control,1,4,False,6.0,True,
7280817,185.0,54.0,M,2.0,192518.99,6.0,9.0,Test,1,0,False,1.0,False,
6055529,76.0,27.5,U,2.0,48601.07,2.0,5.0,Test,1,4,False,9.0,True,
6679780,68.0,71.5,F,2.0,36978.84,3.0,6.0,Test,1,4,False,7.0,True,
2668008,73.0,34.0,U,2.0,38654.73,3.0,6.0,Control,1,4,True,5.0,False,140.0
9247669,81.0,38.5,U,3.0,414323.08,6.0,9.0,Test,3,4,False,6.333333333333333,True,
7704754,148.0,25.5,M,2.0,31514.34,5.0,8.0,Control,1,4,False,9.0,True,
3455403,99.0,55.0,M,2.0,73520.62,4.0,7.0,Test,1,2,False,8.0,True,
3930919,129.0,35.0,M,2.0,64113.1,0.0,3.0,Test,1,4,False,6.0,True,
2615801,60.0,27.0,U,3.0,72480.08,5.0,8.0,Test,1,4,True,5.0,False,175.0
4110312,97.0,66.0,U,2.0,36933.26,4.0,7.0,Test,3,3,False,4.0,True,
7794321,152.0,28.0,M,2.0,37879.82,3.0,6.0,Test,1,0,False,2.0,True,
1165994,63.0,69.0,U,2.0,226833.77,2.0,5.0,Control,1,3,False,4.0,False,
5650730,122.0,43.0,M,2.0,474954.32,5.0,8.0,Test,2,3,False,3.5,True,
7695537,83.0,54.5,U,2.0,174976.65999999997,1.0,4.0,Control,1,4,False,7.0,True,
3545210,347.0,83.5,F,2.0,47993.13,2.0,5.0,Test,2,4,True,3.0,False,143.0
4149206,324.0,56.0,F,2.0,27023.89,1.0,4.0,Control,2,2,False,5.5,True,
3431014,162.0,43.0,M,2.0,163374.12,3.0,6.0,Test,1,4,False,6.0,True,
8972482,194.0,62.0,M,3.0,396305.98,6.0,9.0,Control,1,4,True,5.0,False,483.0
151444,95.0,31.0,U,2.0,34814.84,5.0,8.0,Control,1,3,False,6.0,True,
3778929,156.0,59.5,F,2.0,300637.25,5.0,8.0,Test,1,4,False,11.0,True,
9341975,97.0,26.5,U,2.0,28038.0,6.0,9.0,Test,1,4,False,6.0,True,
9070908,83.0,54.5,U,2.0,55787.69,0.0,3.0,Control,1,4,True,5.0,False,326.0
3070720,74.0,29.5,U,3.0,47151.82,2.0,5.0,Control,1,4,True,5.0,False,127.0
1840230,82.0,29.0,U,2.0,163702.91999999998,6.0,9.0,Control,1,0,False,1.0,False,
4761400,190.0,56.0,F,2.0,71982.87,2.0,5.0,Test,1,0,False,2.0,True,
312094,56.0,21.5,U,2.0,58108.74,3.0,6.0,Control,1,4,True,5.0,False,508.0
9435892,204.0,47.0,M,2.0,86797.79999999999,6.0,9.0,Test,1,4,True,5.0,False,277.0
3270955,81.0,74.5,U,2.0,37672.53,3.0,6.0,Control,3,4,True,2.6666666666666665,False,252.0
6840204,95.0,58.0,U,2.0,31129.41,3.0,6.0,Test,2,4,False,4.0,True,
8971654,186.0,61.5,F,2.0,71995.54000000001,3.0,6.0,Control,1,4,True,5.0,False,244.0
7288041,300.0,32.5,F,3.0,43742.87,6.0,9.0,Control,1,4,True,5.0,False,171.0
3143881,289.0,51.0,F,2.0,53080.91,6.0,9.0,Control,1,4,True,5.0,False,228.0
340192,295.0,73.5,F,2.0,321351.47,6.0,9.0,Test,3,4,False,3.6666666666666665,True,
7845532,282.0,71.0,F,2.0,187639.61,4.0,7.0,Control,2,4,False,3.5,True,
4447192,270.0,59.0,M,2.0,40191.39,3.0,6.0,Control,1,4,True,5.0,False,171.0
5119615,246.0,48.0,F,2.0,243282.69,1.0,4.0,Test,1,1,False,7.0,True,
976546,229.0,38.5,M,4.0,59503.19,5.0,8.0,Control,5,4,True,2.4,True,312.0
4644384,206.0,57.0,U,2.0,35975.52,3.0,6.0,Control,1,0,False,1.0,False,
4028430,109.0,60.0,M,2.0,87207.53,6.0,9.0,Control,3,3,False,5.333333333333333,True,
2519481,343.0,60.0,M,2.0,143769.09,5.0,8.0,Test,2,1,False,2.0,False,
4412954,66.0,21.0,U,2.0,101928.87,6.0,9.0,Test,2,0,False,2.5,True,
9635691,59.0,46.0,U,2.0,31486.81,6.0,9.0,Control,1,0,False,1.0,False,
3362778,130.0,61.0,F,2.0,127314.89,6.0,9.0,Test,2,3,False,4.5,True,
5687972,176.0,34.5,M,2.0,24919.16,0.0,3.0,Test,1,4,True,5.0,False,141.0
8676893,116.0,60.5,F,2.0,88968.26,1.0,5.0,Test,1,4,False,6.0,True,
4399072,329.0,57.5,F,3.0,117836.94,3.0,6.0,Test,1,4,False,6.0,True,
7705023,144.0,44.0,F,2.0,60526.87,0.0,3.0,Control,1,4,False,6.0,True,
4260236,155.0,60.0,F,2.0,58615.38,0.0,4.0,Control,1,4,False,7.0,True,
8368220,93.0,28.5,U,2.0,36539.12,1.0,4.0,Test,1,4,True,5.0,False,189.0
6929446,347.0,83.0,M,2.0,326957.19,0.0,3.0,Test,1,3,False,4.0,False,
1524426,99.0,36.0,U,2.0,53131.28,2.0,5.0,Control,1,1,False,2.0,False,
1105924,161.0,52.0,F,3.0,96007.87,5.0,8.0,Test,1,0,False,1.0,False,
6770720,179.0,62.5,M,2.0,1907094.11,4.0,8.0,Control,2,4,True,4.0,True,374.0
5572217,106.0,47.5,F,2.0,30552.39,2.0,5.0,Test,1,4,True,5.0,False,111.0
3604010,70.0,52.5,U,2.0,32731.37,1.0,4.0,Test,2,4,True,3.5,False,300.0
8506583,81.0,27.5,F,2.0,51726.56,6.0,9.0,Test,1,4,True,5.0,False,99.0
4853148,109.0,61.5,F,2.0,190619.33,2.0,5.0,Test,1,4,True,5.0,False,107.0
425532,67.0,42.0,U,4.0,112715.89,6.0,9.0,Control,1,3,False,9.0,True,
7307378,154.0,69.5,M,2.0,36397.41,0.0,3.0,Control,1,4,True,5.0,False,1234.0
929350,111.0,72.5,M,3.0,190530.62,5.0,8.0,Control,1,4,False,8.0,True,
1435050,189.0,52.5,F,2.0,1589727.12,1.0,4.0,Control,1,4,False,10.0,True,
929038,99.0,60.5,U,3.0,125733.21,6.0,9.0,Test,2,4,True,6.5,True,246.0
5205837,119.0,56.5,M,2.0,114022.38,5.0,8.0,Control,1,4,True,5.0,False,376.0
5754354,185.0,38.5,F,2.0,34866.45,0.0,3.0,Test,3,4,True,4.666666666666667,True,111.0
4231609,75.0,45.0,U,2.0,39335.9,2.0,5.0,Control,1,1,False,2.0,False,
493194,75.0,57.5,U,2.0,66942.64,2.0,5.0,Control,1,4,True,5.0,False,110.0
3706067,81.0,76.0,U,2.0,167990.39,3.0,6.0,Test,1,3,False,6.0,True,
5474772,106.0,66.5,F,2.0,168966.38,4.0,7.0,Test,1,4,True,5.0,False,201.0
3937930,66.0,66.5,U,2.0,430081.07,3.0,6.0,Test,5,4,True,2.0,True,164.0
4088467,166.0,36.0,F,2.0,103756.74,0.0,3.0,Test,1,0,False,1.0,False,
3767937,189.0,53.0,M,2.0,47734.69,3.0,6.0,Test,1,3,False,9.0,True,
278839,143.0,62.0,F,2.0,33051.97,1.0,4.0,Test,1,1,False,2.0,False,
9989642,78.0,63.0,U,2.0,202064.63,5.0,8.0,Control,2,2,False,2.5,True,
8789491,69.0,22.0,U,2.0,40487.92999999999,2.0,5.0,Test,1,4,False,8.0,True,
692622,59.0,25.0,U,2.0,31803.51,3.0,6.0,Control,2,4,True,4.5,False,166.0
8253877,202.0,36.5,M,2.0,120874.88,6.0,9.0,Test,1,4,False,8.0,True,
1168373,326.0,61.0,M,3.0,57600.69,5.0,8.0,Control,3,4,False,2.6666666666666665,True,
5981232,298.0,44.0,F,2.0,26837.74,3.0,6.0,Test,1,3,False,6.0,True,
461846,290.0,78.5,F,2.0,43246.11,4.0,7.0,Control,1,4,False,12.0,True,
9821262,285.0,65.5,M,3.0,1141653.0499999998,3.0,6.0,Test,2,4,True,3.5,True,82.0
416346,279.0,59.5,F,2.0,216389.25,2.0,5.0,Test,1,4,True,5.0,False,309.0
7185880,252.0,48.0,M,2.0,96721.08,6.0,9.0,Test,1,1,False,2.0,False,
3460496,250.0,62.0,F,2.0,31438.76,1.0,4.0,Control,1,3,False,4.0,False,
39968,57.0,50.0,F,2.0,58599.55,3.0,6.0,Control,1,0,False,2.0,True,
9262445,88.0,47.0,U,2.0,29672.82,1.0,4.0,Test,1,1,False,2.0,False,
171583,190.0,44.0,F,2.0,125100.63,6.0,9.0,Test,1,4,False,6.0,True,
8730282,334.0,50.0,F,3.0,464879.31,2.0,5.0,Control,1,0,False,2.0,True,
7412471,150.0,27.0,F,4.0,144559.55,6.0,9.0,Control,1,4,False,17.0,True,
86877,58.0,28.0,U,2.0,40308.74,1.0,4.0,Test,1,4,False,9.0,True,
7669500,46.0,58.5,U,3.0,64159.92,1.0,4.0,Test,2,4,False,3.5,True,
6488984,114.0,40.0,M,2.0,73552.72,0.0,3.0,Test,2,4,True,4.0,False,273.0
327151,174.0,74.0,M,5.0,214762.73,1.0,4.0,Control,1,4,False,2.0,True,
1413769,162.0,55.5,F,3.0,48092.82,1.0,4.0,Test,1,4,False,4.0,True,
3246979,72.0,57.0,F,2.0,264334.41,6.0,9.0,Control,1,4,True,5.0,False,782.0
7056174,107.0,60.5,F,2.0,433799.34,6.0,9.0,Test,2,4,False,6.0,True,
7205884,190.0,25.0,F,2.0,34281.18,0.0,3.0,Control,1,3,False,10.0,True,
6201791,324.0,66.5,M,2.0,51930.13,5.0,8.0,Test,1,4,True,5.0,False,115.0
3527743,76.0,21.5,U,2.0,27047.89,2.0,5.0,Test,1,4,False,4.0,True,
7018468,113.0,27.5,M,4.0,106785.05,2.0,5.0,Control,1,4,True,5.0,False,200.0
1949872,164.0,37.5,M,3.0,132243.59999999998,6.0,9.0,Test,1,4,False,6.0,True,
1056722,131.0,51.5,M,2.0,45437.91,0.0,3.0,Control,1,4,True,5.0,False,123.0
1887639,190.0,67.0,U,2.0,174510.75,3.0,6.0,Control,1,0,False,2.0,True,
7153152,75.0,44.0,U,3.0,207071.7,6.0,9.0,Control,1,1,False,2.0,False,
1897278,65.0,41.5,M,2.0,63939.61,4.0,7.0,Control,2,4,False,10.0,True,
820519,63.0,60.5,M,2.0,384904.34,3.0,6.0,Test,2,4,True,3.0,False,246.0
4653489,82.0,46.0,U,2.0,31650.51,1.0,4.0,Test,2,1,False,4.5,True,
3660141,59.0,23.0,U,2.0,37244.36,6.0,9.0,Test,1,2,False,4.0,True,
6815257,554.0,72.5,M,2.0,92157.08,1.0,4.0,Control,1,4,True,5.0,False,285.0
9767681,82.0,47.0,U,2.0,50914.39,6.0,9.0,Control,3,4,False,3.3333333333333335,True,
4474907,83.0,32.5,U,2.0,31930.31,0.0,3.0,Test,1,4,True,5.0,False,151.0
6717435,83.0,45.0,U,3.0,99839.96,2.0,5.0,Control,2,4,True,4.0,True,942.0
6958124,129.0,59.0,M,3.0,148741.47,2.0,6.0,Control,1,4,True,5.0,False,141.0
5869570,140.0,47.0,M,2.0,25084.35,1.0,4.0,Control,1,0,False,2.0,True,
979208,69.0,20.5,U,2.0,29760.54,0.0,3.0,Test,1,4,True,5.0,False,263.0
681824,118.0,33.5,F,2.0,34537.7,1.0,4.0,Test,1,4,False,7.0,True,
9006366,70.0,25.5,M,2.0,46898.97,6.0,9.0,Test,1,4,True,5.0,False,116.0
8274863,73.0,27.0,U,2.0,31559.84,6.0,9.0,Control,1,4,True,5.0,False,101.0
4055202,131.0,29.5,M,2.0,118923.62,6.0,9.0,Control,1,4,True,5.0,False,557.0
9358802,175.0,33.0,F,2.0,109642.16,6.0,9.0,Test,1,4,True,5.0,False,168.0
5749370,59.0,22.5,U,2.0,50677.64,6.0,9.0,Control,1,4,False,9.0,True,
8333682,107.0,34.0,F,2.0,36660.31,0.0,3.0,Control,1,4,False,12.0,True,
203223,292.0,60.5,M,3.0,1113383.46,6.0,9.0,Test,3,4,False,2.3333333333333335,True,
9153853,273.0,42.0,M,2.0,97065.25,6.0,9.0,Test,2,4,True,4.0,True,199.0
9546409,257.0,27.0,M,3.0,117906.94,6.0,9.0,Control,1,1,False,10.0,True,
3544760,254.0,55.0,M,2.0,122671.45,0.0,3.0,Control,1,3,False,7.0,True,
9308901,246.0,42.5,F,2.0,41536.96,2.0,5.0,Test,1,4,True,5.0,False,149.0
72395,225.0,48.0,M,2.0,208866.05,4.0,7.0,Test,1,4,False,7.0,True,
2346575,190.0,75.0,M,2.0,61693.2,4.0,7.0,Test,3,4,True,4.333333333333333,True,453.0
7995744,182.0,39.0,M,2.0,57533.84,3.0,6.0,Test,1,0,False,9.0,True,
5078188,142.0,31.0,F,2.0,49445.67999999999,5.0,8.0,Test,1,0,False,1.0,False,
6250726,65.0,71.5,U,2.0,40124.17,0.0,3.0,Control,2,4,False,8.5,True,
7434562,128.0,74.0,F,2.0,25963.06,2.0,6.0,Test,1,4,True,5.0,False,93.0
